,Ort,Stärke
590,"4km WSW of Daly City, CA",1.59
591,"36km N of Coulee Dam, Washington",1.52
592,"127km NNW of Arctic Village, Alaska",1.9
593,"21km N of Healy, Alaska",2.5
594,"4km SW of San Juan Bautista, CA",0.75
595,"90km NNW of Kodiak Station, Alaska",2.5
596,"104km W of Talkeetna, Alaska",2.0
597,"8km WNW of Cobb, CA",0.96
598,"5km SE of Mammoth Lakes, CA",0.3
599,"5km SW of Volcano, Hawaii",1.83
600,"127km NNW of Arctic Village, Alaska",1.8
601,"20km NNE of Taloga, Oklahoma",2.3
602,"58km NW of Pendolo, Indonesia",4.5
603,"36km W of Coquimbo, Chile",4.1
604,"10km SW of Talkeetna, Alaska",1.6
605,"2km ESE of Home Gardens, CA",0.88
606,"2km N of San Leandro, CA",1.86
607,"33km SW of Ahtanum, Washington",1.11
608,"11km ENE of Mammoth Lakes, CA",0.31
609,"12km WNW of Pole Ojea, Puerto Rico",2.32
610,"12km SSW of Honoka'a, Hawaii",2.36
611,"42km ENE of Adak, Alaska",0.2
612,"11km NE of Aguanga, CA",0.46
613,"8km NW of The Geysers, CA",1.13
614,"23km NE of San Ardo, CA",1.19
615,"2km ENE of Granite Falls, Washington",2.01
616,"55km WSW of Kasiguncu, Indonesia",5.0
617,"36km ENE of Beatty, Nevada",-0.3
618,"10km NE of Aguanga, CA",0.72
619,"10km NE of Aguanga, CA",0.41
620,"10km ENE of Mammoth Lakes, CA",0.61
621,"22km NNE of Willow, Alaska",1.4
622,"10km NE of Aguanga, CA",0.3
623,"5km S of Volcano, Hawaii",1.74
624,"51km W of Kasiguncu, Indonesia",4.4
625,"4km SW of Volcano, Hawaii",1.87
626,"5km SE of Mammoth Lakes, CA",1.39
627,"58km NNE of Kobuk, Alaska",1.7
628,"65km S of Kaktovik, Alaska",1.9
629,"24km SE of Sweet Home, Oregon",0.96
630,"10km NE of Aguanga, CA",0.71
631,"15km S of Lake Nacimiento, CA",1.47
632,"96km S of Semisopochnoi Island, Alaska",4.2
633,"2km W of Volcano, Hawaii",1.89
634,"20km WSW of Volcano, Hawaii",1.04
635,"60km WNW of Skagway, Alaska",1.6
636,"5km WNW of Junction City, Oregon",1.11
637,"5km SE of South Lebanon, Oregon",1.86
638,"3km N of Beaumont, CA",0.97
639,"67km SSE of Cantwell, Alaska",0.9
640,"1km NW of Hawthorne, CA",1.97
641,"22km WNW of Mammoth Lakes, CA",0.82
642,"10km NE of Aguanga, CA",0.39
643,"22km ESE of Anza, CA",0.35
644,"35km ENE of Beatty, Nevada",-0.5
645,"10km WSW of Lofall, Washington",0.84
646,"37km SSE of Goldfield, Nevada",0.3
647,"10km NE of Aguanga, CA",0.54
648,"6km NW of The Geysers, CA",0.88
649,"51km W of Talkeetna, Alaska",1.8
650,"4km W of Cobb, CA",0.68
651,"10km NE of Aguanga, CA",0.87
652,"71km NNW of Cape Yakataga, Alaska",0.8
653,"42km ENE of Adak, Alaska",-0.08
654,"1km E of San Jacinto, CA",0.76
655,"68km SSW of Kaktovik, Alaska",2.1
656,"41km ENE of Adak, Alaska",-0.07
657,"52km W of Kasiguncu, Indonesia",4.6
658,"42km ENE of Adak, Alaska",-0.51
659,"41km ENE of Adak, Alaska",0.06
660,"42km ENE of Adak, Alaska",-0.56
661,"41km ENE of Adak, Alaska",-0.16
662,"10km E of Mammoth Lakes, CA",0.45
663,"146km S of Kokopo, Papua New Guinea",4.6
664,"9km NE of Aguanga, CA",0.88
665,"10km NE of Aguanga, CA",0.51
666,"3km NW of The Geysers, CA",0.4
667,"91km NW of Arctic Village, Alaska",1.9
668,"7km NW of Aguanga, CA",0.5
669,"2km ESE of Pahala, Hawaii",1.72
670,"8km NE of Aguanga, CA",0.43
671,"22km NNW of San Simeon, CA",1.53
672,"4km S of Loyola, CA",1.2
673,"15km NE of Noatak, Alaska",2.3
674,"9km NE of Aguanga, CA",1.05
675,"8km S of Idyllwild, CA",0.74
676,"45km SSW of Palu, Indonesia",5.0
677,"17km E of Kernville, CA",0.68
678,"2km SSW of Anderson Springs, CA",0.5
679,"22km NNE of Palu, Indonesia",4.9
680,"3km ESE of Lake Henshaw, CA",0.9
681,"24km W of Dutch Harbor, Alaska",-0.41
682,"10km NE of Aguanga, CA",0.49
683,"16km E of Kernville, CA",3.18
684,"3km SW of Volcano, Hawaii",1.73
685,"6km SW of Volcano, Hawaii",1.81
686,"5km WSW of Volcano, Hawaii",1.74
687,"100km NNW of Nikiski, Alaska",1.3
688,"5km WSW of Volcano, Hawaii",2.23
689,"8km NNW of Cholame, CA",0.9
690,"57km WNW of Talkeetna, Alaska",1.8
691,"129km NNW of Arctic Village, Alaska",1.6
692,"11km NE of Cabazon, CA",1.59
693,"4km SE of Pahala, Hawaii",1.74
694,"106km NNW of Palu, Indonesia",5.2
695,"55km ENE of Beatty, Nevada",0.0
696,"12km NW of Parkfield, CA",1.01
697,"89km N of Palu, Indonesia",4.7
698,"10km NE of Aguanga, CA",0.49
699,"67km SSW of Kaktovik, Alaska",2.4
700,"57km S of Palu, Indonesia",5.2
701,"103km NNW of Palu, Indonesia",5.7
702,"23km N of Yucca Valley, CA",1.41
703,"11km ENE of Mammoth Lakes, CA",1.57
704,"94km N of Palu, Indonesia",4.8
705,"66km SE of Whittier, Alaska",1.8
706,"55km N of Valdez, Alaska",1.5
707,"12km N of Meadow Lakes, Alaska",2.0
708,"47km ESE of Palu, Indonesia",4.7
709,"59km N of Pahrump, Nevada",0.5
710,"9km ENE of Aguanga, CA",0.33
711,"67km ENE of Sainte-Marie, Martinique",5.4
712,"8km ESE of Valle Vista, CA",0.9
713,"47km N of Palu, Indonesia",5.1
714,"3km ESE of Lake Henshaw, CA",0.84
715,"9km ENE of Aguanga, CA",0.54
716,"54km NNE of Palu, Indonesia",4.7
717,"4km WSW of Volcano, Hawaii",1.85
718,"129km ENE of Unalakleet, Alaska",1.9
719,"35km SW of Anchor Point, Alaska",2.3
720,"37km NE of Sutton-Alpine, Alaska",2.0
721,"134km NW of Talkeetna, Alaska",2.7
722,"4km SW of Idyllwild, CA",0.83
723,"72km SW of Kaktovik, Alaska",2.8
724,"7km E of Salcha, Alaska",2.0
725,"14km SSE of Mammoth Lakes, CA",1.36
726,"14km SSE of Mammoth Lakes, CA",0.88
727,"9km SSW of Scappoose, Oregon",1.33
728,"106km N of Arctic Village, Alaska",2.8
729,"14km SSE of Mammoth Lakes, CA",1.72
730,"14km SSE of Mammoth Lakes, CA",0.59
731,"36km ENE of Beatty, Nevada",0.9
732,"68km SSE of Palu, Indonesia",5.2
733,"8km NNW of Cholame, CA",1.19
734,"17km NNE of Palu, Indonesia",5.7
735,"42km N of Palu, Indonesia",5.1
736,"8km S of Truckee, California",0.7
737,"22km NNE of Morgan Hill, CA",1.67
738,"5km ESE of Adjuntas, Puerto Rico",1.86
739,"24km N of Palu, Indonesia",5.4
740,"5km SSE of Kapaau, Hawaii",1.86
741,"10km NE of Aguanga, CA",0.82
742,"9km NE of Aguanga, CA",0.69
743,"21km SSE of Palu, Indonesia",5.8
744,"10km NE of Cabazon, CA",0.63
745,"17km E of Palu, Indonesia",5.7
746,"99km N of Palu, Indonesia",5.8
747,"10km NE of Aguanga, CA",0.49
748,"11km SSE of Kapaau, Hawaii",3.95
749,"78km N of Palu, Indonesia",7.5
750,"70km N of Palu, Indonesia",4.8
751,"16km ENE of Ocotillo, CA",1.64
752,"6km NNE of Little Lake, CA",0.17
753,"13km NNW of West Yellowstone, Montana",0.31
754,"191km SSE of Sinabang, Indonesia",4.6
755,"6km NW of The Geysers, CA",0.55
756,"16km ENE of Ocotillo, CA",1.97
757,"6km W of Cobb, CA",0.55
758,"36km ENE of Beatty, Nevada",-0.5
759,"3km SSE of Pahala, Hawaii",1.79
760,"78km SSW of Kaktovik, Alaska",2.0
761,"23km S of Ester, Alaska",2.0
762,"1km SW of Lake Henshaw, CA",1.03
763,"3km N of Maricao, Puerto Rico",2.37
764,"300km SE of Kodiak, Alaska",3.2
765,"128km NW of Arctic Village, Alaska",1.6
766,"3km SSE of Pahala, Hawaii",1.8
767,"2km SSW of Pahala, Hawaii",1.83
768,"56km ENE of Beatty, Nevada",-0.1
769,"83km NNE of Kobuk, Alaska",2.1
770,"60km N of Palu, Indonesia",5.0
771,"50km SSW of Kaktovik, Alaska",2.0
772,"4km SE of Pahala, Hawaii",1.8
773,"4km S of Greenback, Tennessee",1.47
774,"42km ENE of Adak, Alaska",-0.11
775,"48km N of Chitina, Alaska",1.8
776,"10km E of Mammoth Lakes, CA",-0.09
777,"10km NE of Aguanga, CA",-0.04
778,"9km NE of Aguanga, CA",0.64
779,"25km SSW of Mammoth Lakes, CA",0.85
780,"63km E of Whittier, Alaska",2.0
781,"7km N of Truckee, California",1.1
782,"10km NE of Aguanga, CA",0.42
783,"10km NE of Aguanga, CA",0.73
784,"9km ENE of Aguanga, CA",0.12
785,"260km SE of Kodiak, Alaska",3.1
786,"36km ENE of Beatty, Nevada",-0.3
787,"23km N of Yucca Valley, CA",0.83
788,"34km ENE of Beatty, Nevada",0.3
789,"77km SSW of Kobuk, Alaska",1.5
790,"34km ENE of Beatty, Nevada",-0.3
791,"57km N of Palu, Indonesia",4.9
792,"199km SSW of Ust'-Kamchatsk Staryy, Russia",4.9
793,"10km NE of Aguanga, CA",0.29
794,"2km WNW of Cabazon, CA",0.41
795,"17km WNW of Fernley, Nevada",-0.1
796,"9km NE of Aguanga, CA",1.44
797,"13km SE of Blanchard, Oklahoma",2.9
798,Indian Ocean Triple Junction,5.6
799,"1km SE of Lajas, Puerto Rico",1.86
800,"77km NNE of Palu, Indonesia",5.4
801,"10km WNW of Cobb, CA",0.57
802,"55km NNW of Palu, Indonesia",6.1
803,"7km NW of The Geysers, CA",0.55
804,"4km ESE of Pahala, Hawaii",1.83
805,"11km WNW of The Geysers, CA",0.92
806,"6km WSW of Volcano, Hawaii",1.81
807,"5km WSW of Volcano, Hawaii",1.82
808,"9km NE of Aguanga, CA",0.3
809,"10km W of Coalville, Utah",1.35
810,"4km SE of Pahala, Hawaii",1.74
811,"17km SW of Thousand Oaks, CA",1.06
812,"16km SW of Thousand Oaks, CA",1.59
813,"20km ESE of Anza, CA",0.93
814,"7km NW of The Geysers, CA",0.27
815,"13km ENE of Y, Alaska",1.6
816,"131km E of Chitina, Alaska",1.4
817,"30km E of Yerington, Nevada",0.9
818,"266km W of Bandon, Oregon",3.2
819,"9km NE of Aguanga, CA",2.02
820,Indian Ocean Triple Junction,5.5
821,"17km WNW of Fernley, Nevada",-0.3
822,Indian Ocean Triple Junction,4.9
823,"3km ENE of San German, Puerto Rico",1.53
824,"5km E of Pole Ojea, Puerto Rico",1.36
825,"56km NW of Ester, Alaska",1.4
826,"8km WNW of Fernley, Nevada",-0.1
827,"13km NW of Palmi, Italy",4.4
828,"61km N of Isabela, Puerto Rico",3.05
829,"22km NE of Beaver, Utah",0.29
830,"13km ESE of Centerville, Utah",0.73
831,"55km ENE of Beatty, Nevada",-0.4
832,"56km N of Isabela, Puerto Rico",2.96
833,"89km NNW of Arctic Village, Alaska",2.0
834,"59km SE of Cantwell, Alaska",2.0
835,"12km ESE of Mammoth Lakes, CA",0.4
836,"39km W of Tanaga Volcano, Alaska",0.74
837,"9km NE of Aguanga, CA",0.81
838,"11km ESE of Mammoth Lakes, CA",0.57
839,"34km W of Lima, Montana",1.25
840,"9km NE of Aguanga, CA",0.62
841,"41km WSW of Tanaga Volcano, Alaska",1.29
842,"10km NE of Aguanga, CA",0.92
843,"8km ENE of Aguanga, CA",0.55
844,"6km W of Cobb, CA",1.41
845,"11km ESE of Lincoln, Montana",1.11
846,"56km ENE of Beatty, Nevada",-0.3
847,"120km W of Fort Yukon, Alaska",1.8
848,"70km SSW of Kaktovik, Alaska",2.3
849,"4km NNW of Almanor, CA",1.24
850,"Off the coast of Aisen, Chile",4.5
851,"13km E of Centerville, Utah",1.08
852,"9km NE of Aguanga, CA",0.42
853,"293km ESE of Kodiak, Alaska",3.0
854,"21km SSW of La Quinta, CA",0.7
855,"44km N of Spanish Springs, Nevada",0.6
856,"47km W of Tanaga Volcano, Alaska",0.4
857,"68km SSW of Kaktovik, Alaska",2.6
858,"9km E of Mammoth Lakes, CA",0.17
859,"67km NNW of San Antonio, Puerto Rico",2.55
860,"12km SW of Wellington, Kansas",1.71
861,"8km E of Yucaipa, CA",1.02
862,"22km ENE of Honaunau-Napoopoo, Hawaii",2.32
863,"8km S of Idyllwild, CA",0.59
864,"71km SW of Kaktovik, Alaska",3.4
865,"35km S of Redoubt Volcano, Alaska",1.9
866,"9km NE of Aguanga, CA",0.42
867,"3km W of Cabazon, CA",1.31
868,"20km NNW of Tehachapi, CA",1.44
869,"22km ENE of Honaunau-Napoopoo, Hawaii",1.02
870,"23km ENE of Eielson Air Force Base, Alaska",1.5
871,"60km WNW of Skagway, Alaska",1.9
872,"133km E of Petropavlovsk-Kamchatskiy, Russia",4.7
873,"16km ESE of Lincoln, Montana",0.99
874,"62km NNW of Talkeetna, Alaska",1.6
875,"81km W of Haines, Alaska",1.7
876,"10km NE of Aguanga, CA",0.35
877,"9km NE of Aguanga, CA",1.02
878,"12km SW of Wellington, Kansas",2.31
879,"9km NE of Aguanga, CA",1.46
880,"30km NNW of Searles Valley, CA",0.87
881,"22km NE of Fairbanks, Alaska",1.4
882,"55km ENE of Beatty, Nevada",-0.4
883,"27km E of Honaunau-Napoopoo, Hawaii",0.69
884,"50km NW of San Antonio, Puerto Rico",2.65
885,"49km WSW of Willow, Alaska",1.2
886,"10km NE of Aguanga, CA",0.34
887,"55km ENE of Beatty, Nevada",0.3
888,"108km NNW of Arctic Village, Alaska",1.9
889,"11km W of Akutan, Alaska",-0.27
890,"21km ENE of Boron, CA",1.15
891,"23km NW of Antalya, Turkey",4.0
892,"16km N of Pahala, Hawaii",1.76
893,"12km ENE of Mammoth Lakes, CA",0.62
894,"10km NE of Aguanga, CA",0.36
895,"Kepulauan Barat Daya, Indonesia",4.5
896,"5km S of Redlands, CA",0.93
897,"44km WSW of Tanaga Volcano, Alaska",0.76
898,"9km NE of Aguanga, CA",0.61
899,"8km NE of Aguanga, CA",2.0
900,"9km NE of Aguanga, CA",0.53
901,"279km N of Ndoi Island, Fiji",5.5
902,"10km NE of Aguanga, CA",0.33
903,"115km NNW of Arctic Village, Alaska",1.8
904,"24km NW of Gabbs, Nevada",0.7
905,"14km S of Volcano, Hawaii",2.26
906,"10km NNE of Brooktrails, CA",1.26
907,"116km WNW of Arctic Village, Alaska",1.8
908,"10km NE of Aguanga, CA",0.52
909,"10km NE of Aguanga, CA",0.71
910,"58km SW of Manley Hot Springs, Alaska",2.4
911,"55km N of Santa Eulalia, Peru",4.8
912,"28km WSW of Hawthorne, Nevada",1.3
913,"286km ESE of Kodiak, Alaska",3.0
914,"67km SSW of Kobuk, Alaska",1.5
915,"10km NE of Aguanga, CA",0.64
916,"9km NE of Aguanga, CA",0.42
917,"8km NE of Aguanga, CA",2.28
918,"79km S of Austin, Nevada",1.5
919,"131km NE of Rutog, China",5.1
920,"9km W of Lake Wildwood, CA",2.05
921,"9km NE of Aguanga, CA",0.38
922,"42km ENE of Adak, Alaska",-1.02
923,"24km SSE of Warm Springs, Nevada",0.5
924,"116km NW of Arctic Village, Alaska",1.7
925,"15km SW of Morton, Washington",1.26
926,"28km WNW of Petrolia, CA",2.36
927,"283km SE of Kodiak, Alaska",2.9
928,"2km ESE of Lytle Creek, CA",1.08
929,"37km NNW of Alder Springs, CA",1.82
930,"72km S of Kaktovik, Alaska",2.9
931,"10km NE of Dallas, Oregon",1.74
932,"23km NNE of Redway, CA",1.61
933,"13km SSE of East Carbon City, Utah",1.63
934,"9km NE of Aguanga, CA",0.36
935,"10km NE of Aguanga, CA",0.37
936,"8km NE of Aguanga, CA",1.96
937,"125km NNW of Arctic Village, Alaska",1.7
938,"90km WNW of Skagway, Alaska",1.9
939,"2km N of Pinnacles, CA",2.46
940,"6km SSW of Idyllwild, CA",0.82
941,"105km WNW of Talkeetna, Alaska",1.7
942,"58km WSW of Anchor Point, Alaska",1.6
943,"28km SW of Tanaga Volcano, Alaska",1.7
944,"2km E of San Sebastian, Puerto Rico",2.11
945,"108km NNW of Arctic Village, Alaska",1.9
946,"57km ENE of Beatty, Nevada",-0.2
947,"108km N of Arctic Village, Alaska",1.8
948,"2km WNW of Cobb, CA",1.18
949,"10km ESE of Bozeman, Montana",1.86
950,"4km ENE of Butte, Montana",1.52
951,"5km ESE of Adjuntas, Puerto Rico",1.91
952,"76km SW of Kaktovik, Alaska",2.0
953,"28km NNW of Packwood, Washington",0.48
954,"74km SSW of Kaktovik, Alaska",1.8
955,"43km WSW of Tanaga Volcano, Alaska",0.51
956,"18km SW of Toms Place, CA",1.12
957,"2km E of Aromas, CA",1.37
958,"47km NNW of Los Algodones, B.C., MX",1.35
959,"6km W of Townsend, Montana",1.42
960,"59km WNW of Skagway, Alaska",2.6
961,"4km SE of The Geysers, CA",0.88
962,"13km NE of Ojai, CA",1.11
963,"4km SW of Anderson Springs, CA",1.67
964,"40km ENE of Adak, Alaska",-0.68
965,"9km WNW of Lincoln, Montana",2.01
966,"7km SSW of Puerto Madero, Mexico",4.4
967,"15km WSW of Puerto Real, Puerto Rico",2.32
968,"14km NE of Ojai, CA",1.57
969,"5km SE of Pahala, Hawaii",1.72
970,"15km E of Seven Trees, CA",1.22
971,"38km NE of Covelo, CA",1.15
972,"10km NE of Aguanga, CA",0.41
973,"3km NNW of Pinnacles, CA",1.3
974,"155km NNE of Cape Yakataga, Alaska",1.2
975,"100km WSW of Amatignak Island, Alaska",2.5
976,"3km NNW of Pinnacles, CA",1.13
977,"10km NE of Aguanga, CA",0.02
978,"14km N of Cabazon, CA",1.02
979,"19km N of Borrego Springs, CA",0.52
980,"129km ESE of Iquique, Chile",4.3
981,"27km NW of Lima, Montana",1.11
982,"3km ESE of Lake Henshaw, CA",0.9
983,"6km E of Atascadero, CA",1.49
984,Gulf of Alaska,3.6
985,"9km SSE of Villa Vasquez, Dominican Republic",3.3
986,"11km E of Providence, Utah",0.85
987,"21km SSW of New Idria, CA",1.34
988,"58km NNE of Yakutat, Alaska",2.3
989,"194km W of Ile Hunter, New Caledonia",4.9
990,"90km S of Seward, Alaska",2.2
991,"5km N of Lake Elsinore, CA",1.33
992,"4km NNW of Valle Vista, CA",0.65
993,"23km N of Yucca Valley, CA",0.9
994,"5km ENE of Driggs, Idaho",0.42
995,"91km WNW of Panguna, Papua New Guinea",5.2
996,"6km WSW of Palomar Observatory, CA",0.92
997,"6km WSW of Palomar Observatory, CA",0.61
998,"10km ENE of Mammoth Lakes, CA",0.27
999,"11km ENE of Mammoth Lakes, CA",0.54
1000,"10km NE of Aguanga, CA",0.41
1001,"11km ENE of Aguanga, CA",0.44
1002,"18km SW of Great Swan Island, Honduras",4.2
1003,"128km NNW of Arctic Village, Alaska",3.3
1004,"10km NW of Puerto Real, Puerto Rico",2.39
1005,"5km SSE of Poulsbo, Washington",2.02
1006,"7km SSW of Morongo Valley, CA",0.97
1007,"7km SSW of Morongo Valley, CA",1.06
1008,"11km ENE of Mammoth Lakes, CA",0.91
1009,"7km SSW of Morongo Valley, CA",0.9
1010,"5km NE of Cabazon, CA",1.47
1011,"110km NNE of Punta Cana, Dominican Republic",3.34
1012,"29km SW of Hawthorne, Nevada",0.9
1013,"15km NNE of Mineral, CA",-0.15
1014,"97km NNE of Punta Cana, Dominican Republic",3.2
1015,"9km NE of Aguanga, CA",0.44
1016,"8km NE of Aguanga, CA",1.1
1017,"94km SE of King Salmon, Alaska",0.67
1018,"110km NNW of Arctic Village, Alaska",1.8
1019,"110km NNW of Arctic Village, Alaska",1.7
1020,"10km SE of Challis, Idaho",1.55
1021,"10km NE of Aguanga, CA",0.34
1022,"18km ESE of Butte, Montana",1.32
1023,"12km W of Guadalupe, CA",2.6
1024,"8km NE of Aguanga, CA",0.8
1025,"82km W of Willow, Alaska",1.7
1026,"8km ENE of Aguanga, CA",2.26
1027,"90km NW of Cape Yakataga, Alaska",1.1
1028,"58km NNW of Pahrump, Nevada",-0.1
1029,"136km WNW of Arctic Village, Alaska",1.4
1030,"87km WNW of Arctic Village, Alaska",1.6
1031,"14km NE of San Simeon, CA",1.34
1032,"11km W of Niland, CA",0.82
1033,"100km NNE of Punta Cana, Dominican Republic",3.03
1034,"111km NNE of Punta Cana, Dominican Republic",3.2
1035,"41km ENE of Adak, Alaska",-0.49
1036,"84km NNE of Punta Cana, Dominican Republic",3.28
1037,"41km SE of Glennallen, Alaska",1.1
1038,"3km SE of Pahala, Hawaii",1.86
1039,"3km NW of The Geysers, CA",0.88
1040,"61km SSW of Kaktovik, Alaska",2.2
1041,"99km ESE of King Salmon, Alaska",-0.78
1042,"3km W of Volcano, Hawaii",1.8
1043,"10km NE of Aguanga, CA",0.36
1044,"8km WNW of Junction, Utah",1.13
1045,"3km W of Volcano, Hawaii",2.35
1046,"111km NNW of Arctic Village, Alaska",2.9
1047,"38km SSE of Goldfield, Nevada",0.7
1048,"110km NNW of Arctic Village, Alaska",3.1
1049,"19km N of Whittier, Alaska",2.4
1050,"104km NNW of Arctic Village, Alaska",2.3
1051,"95km NNW of Arctic Village, Alaska",2.0
1052,"9km ENE of Aguanga, CA",0.12
1053,"103km NNW of Arctic Village, Alaska",3.0
1054,"11km N of Packwood, Washington",1.84
1055,"156km ENE of Nago, Japan",4.6
1056,"10km SW of Anza, CA",0.53
1057,"24km NE of West Yellowstone, Montana",0.58
1058,"118km NNW of Arctic Village, Alaska",1.7
1059,"15km SE of Mammoth Lakes, CA",0.75
1060,"88km SE of Whittier, Alaska",1.4
1061,"9km NE of Aguanga, CA",0.46
1062,"10km NE of Aguanga, CA",0.56
1063,"10km NE of Aguanga, CA",0.56
1064,"13km W of Akutan, Alaska",-0.67
1065,"6km NW of The Geysers, CA",0.63
1066,"134km S of Prudhoe Bay, Alaska",2.9
1067,"8km NE of Aguanga, CA",1.62
1068,"16km SE of Lincoln, Montana",0.86
1069,"6km WNW of Calimesa, CA",0.65
1070,"27km SW of Tanaga Volcano, Alaska",1.8
1071,"94km SE of King Salmon, Alaska",0.27
1072,"7km W of Calimesa, CA",2.15
1073,"112km NNW of Arctic Village, Alaska",3.0
1074,"10km NE of Aguanga, CA",0.37
1075,"55km WSW of Alamo, Nevada",0.6
1076,"54km W of Anchorage, Alaska",2.4
1077,Kuril Islands,4.8
1078,East of the South Sandwich Islands,5.7
1079,"28km W of Methoni, Greece",5.2
1080,"21km W of Dutch Harbor, Alaska",-0.17
1081,"125km NNW of Arctic Village, Alaska",1.6
1082,"76km NE of Kodiak, Alaska",1.9
1083,"10km NE of Aguanga, CA",0.24
1084,"5km W of Templeton, CA",1.12
1085,"149km NNE of Punta Cana, Dominican Republic",3.03
1086,"57km NNE of Chitina, Alaska",1.7
1087,"80km E of Cape Yakataga, Alaska",2.6
1088,"58km NNE of Chitina, Alaska",0.07
1089,"57km NNE of Chitina, Alaska",-0.48
1090,"58km NNE of Chitina, Alaska",-0.56
1091,"58km NNE of Chitina, Alaska",-0.35
1092,"84km NW of Nikiski, Alaska",1.6
1093,"58km NNE of Chitina, Alaska",-0.16
1094,"20km E of Alum Rock, CA",0.88
1095,"9km NE of Aguanga, CA",0.29
1096,"6km ESE of Valle Vista, CA",0.14
1097,"16km NE of Little Lake, CA",0.45
1098,"11km S of Shari-i-Tajan, Iran",4.2
1099,"10km SE of Dollar Point, California",-0.1
1100,"85km WNW of Cape Yakataga, Alaska",1.3
1101,"9km NE of Aguanga, CA",0.53
1102,"9km NE of Aguanga, CA",0.06
1103,"47km SE of Hope, Canada",2.01
1104,"9km NE of Aguanga, CA",0.49
1105,"25km S of Pahala, Hawaii",1.96
1106,"18km ENE of Nikiski, Alaska",1.3
1107,"8km NE of Aguanga, CA",0.73
1108,"3km S of San Bernardino, CA",1.37
1109,"75km WSW of Cantwell, Alaska",2.4
1110,"54km NNW of Valdez, Alaska",1.4
1111,"95km NE of Miches, Dominican Republic",2.26
1112,"45km N of Punta Cana, Dominican Republic",2.79
1113,"11km SSE of Kings Beach, California",-0.3
1114,"73km WNW of Skagway, Alaska",1.6
1115,"14km ESE of Lincoln, Montana",1.25
1116,"13km ESE of Lincoln, Montana",1.9
1117,"77km SW of Kaktovik, Alaska",2.1
1118,"11km NE of Aguanga, CA",0.53
1119,"17km W of Big Lake, Alaska",1.2
1120,"91km N of Punta Cana, Dominican Republic",3.08
1121,"38km E of Healy, Alaska",1.3
1122,"29km ENE of Beatty, Nevada",-0.1
1123,"103km NE of Bristol Island, South Sandwich Islands",4.9
1124,"55km WNW of Valdez, Alaska",1.3
1125,"1km ESE of Mammoth Lakes, CA",0.24
1126,"52km E of Cape Yakataga, Alaska",1.4
1127,"8km ENE of Aguanga, CA",0.27
1128,"142km ENE of Anaktuvuk Pass, Alaska",1.7
1129,"68km SSW of Kobuk, Alaska",1.3
1130,"232km SE of Kodiak, Alaska",3.1
1131,"11km E of Mammoth Lakes, CA",0.29
1132,"12km NE of Coachella, CA",0.61
1133,"42km N of Seeley Lake, Montana",0.08
1134,"4km NNW of Canyondam, CA",1.73
1135,"104km NW of Vinchina, Argentina",4.0
1136,"4km NNE of Pinnacles, CA",0.66
1137,"2km NE of Langston, Oklahoma",2.3
1138,"7km NNE of Little Lake, CA",0.19
1139,"35km SSW of Alamo, Nevada",0.6
1140,"64km SSW of Kaktovik, Alaska",3.1
1141,"81km ENE of Cantwell, Alaska",2.0
1142,"7km SSE of Willow, Alaska",1.5
1143,"14km ESE of Lincoln, Montana",1.06
1144,"34km W of Willow, Alaska",1.0
1145,"2km W of Round Valley, CA",1.26
1146,"9km ENE of Aguanga, CA",0.35
1147,"67km WSW of Kobuk, Alaska",1.6
1148,"10km NE of Aguanga, CA",0.44
1149,"33km E of Castle Rock, Washington",0.21
1150,"48km SSW of Tanaga Volcano, Alaska",4.8
1151,"23km N of Sutton-Alpine, Alaska",1.5
1152,"134km WNW of Arctic Village, Alaska",2.0
